id,name,link,Average prices,Cuisine,Meals,Restaurant features,Good for,Open Hours,Address,Location,Phone Number
759,The SOLID's Bar,/Restaurant_Review-g293940-d7280473-Reviews-The_SOLID_s_Bar-Phnom_Penh.html,US$4,,Drinks,"Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Street Parking, Free Off-Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Cash Only",,"Monday
19:00 - 01:00


Tuesday
19:00 - 01:00


Wednesday
19:00 - 01:00


Thursday
19:00 - 01:00


Friday
19:00 - 01:00


Saturday
19:00 - 01:00","172 #17, St. | Near Golden Sorya Mall, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 17 973 796
760,King's Court Restaurant,/Restaurant_Review-g293940-d1220114-Reviews-King_s_Court_Restaurant-Phnom_Penh.html,,,Dinner,,,,"341Eo Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",986469
761,Cafe Red,/Restaurant_Review-g293940-d8746752-Reviews-Cafe_Red-Phnom_Penh.html,,,,,,,"277 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23213361
762,Le Bar,/Restaurant_Review-g293940-d3637116-Reviews-Le_Bar-Phnom_Penh.html,,,,,,,"26 Old August Site | Sofitel Phnom Penh Phokeethra, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(+855)23-999200
763,BBC Cafe,/Restaurant_Review-g293940-d2562735-Reviews-BBC_Cafe-Phnom_Penh.html,,International,,,,,"Norodom Boulevard | Bonna Business Center 126, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
764,The Sushi Bar Phnom Penh 2,/Restaurant_Review-g293940-d8737553-Reviews-The_Sushi_Bar_Phnom_Penh_2-Phnom_Penh.html,,Sushi,,,,,"No. 74, St. Tonle Sap | Chroy Chang Var, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(+855) 023432307
765,Choi Go Jip,/Restaurant_Review-g293940-d6902862-Reviews-Choi_Go_Jip-Phnom_Penh.html,,"Asian, Korean",,,,"Sunday
10:30 - 14:0016:30 - 22:00


Monday
10:30 - 14:0016:30 - 22:00


Tuesday
10:30 - 14:0016:30 - 22:00


Wednesday
10:30 - 14:0016:30 - 22:00


Thursday
10:30 - 14:0016:30 - 22:00


Friday
10:30 - 14:0016:30 - 22:00


Saturday
10:30 - 14:0016:30 - 22:00","31, Street 360, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23964112
766,Doo Re,/Restaurant_Review-g293940-d4186914-Reviews-Doo_Re-Phnom_Penh.html,,"Asian, Korean, Barbecue, Vegetarian Friendly","Lunch, Dinner",Reservations,,"Sunday
11:00 - 10:00


Monday
11:00 - 10:00


Tuesday
11:00 - 10:00


Wednesday
11:00 - 10:00


Thursday
11:00 - 10:00


Friday
11:00 - 10:00


Saturday
11:00 - 10:00","House No.245, Street 63, Phnom Penh BKK1, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)77439600
767,Hometown Bah Kuh Teh,/Restaurant_Review-g293940-d9820193-Reviews-Hometown_Bah_Kuh_Teh-Phnom_Penh.html,,,,,,,"154 No. B8-B10, Dekcho Damdin St., Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",012 611 575
768,#11 Happy Guest House Restaurant,/Restaurant_Review-g293940-d4059737-Reviews-11_Happy_Guest_House_Restaurant-Phnom_Penh.html,,Asian,,"Reservations, Waitstaff",,,"11D, Street 93, Sras Chok | 11 Happy Guest House, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
769,Khmeroyal Hotel and Resuarant,/Restaurant_Review-g293940-d4506593-Reviews-Khmeroyal_Hotel_and_Resuarant-Phnom_Penh.html,,,Dinner,Waitstaff,,,"383-385 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23-223-824
770,TabU Restaurant & Lounge,/Restaurant_Review-g293940-d3265603-Reviews-TabU_Restaurant_Lounge-Phnom_Penh.html,,,,,,,"61 Sothearos Street, Sangkat Tonle Bassac | khan Chamkarmon, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23996777
771,M-Cafe,/Restaurant_Review-g293940-d3588098-Reviews-M_Cafe-Phnom_Penh.html,,"Asian, Cambodian",,,,"Sunday
06:30 - 22:00


Monday
06:30 - 22:00


Tuesday
06:30 - 22:00


Wednesday
06:30 - 22:00


Thursday
06:30 - 22:00


Friday
06:30 - 22:00


Saturday
06:30 - 22:00","#1, Street 174, Cnr Street 81 | Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
772,Gachi Japanese Noodle,/Restaurant_Review-g293940-d4743301-Reviews-Gachi_Japanese_Noodle-Phnom_Penh.html,,"Japanese, Asian",Dinner,,,"Sunday
11:00 - 22:00


Monday
11:00 - 22:00


Tuesday
11:00 - 22:00


Wednesday
11:00 - 22:00


Thursday
11:00 - 22:00


Friday
11:00 - 22:00


Saturday
11:00 - 22:00","Street 128, Phum 1, Sangkat Tirk La ork 1, Phnom Penh 804, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 89 470 035
773,Heng Lay,/Restaurant_Review-g293940-d1219871-Reviews-Heng_Lay-Phnom_Penh.html,,,,,,"Sunday
15:00 - 23:00


Monday
15:00 - 23:00


Tuesday
15:00 - 23:00


Wednesday
15:00 - 23:00


Thursday
15:00 - 23:00


Friday
15:00 - 23:00


Saturday
15:00 - 23:00","NH6, E of River, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh","NH6, E of River"
774,Pho24,/Restaurant_Review-g293940-d3598738-Reviews-Pho24-Phnom_Penh.html,"US$4 -
US$8","Asian, Thai, Vietnamese, Soups, Cambodian","Lunch, Dinner, Breakfast",Seating,,,"Airport, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
775,Secret Recipe,/Restaurant_Review-g293940-d6916062-Reviews-Secret_Recipe-Phnom_Penh.html,,"Asian, Italian, American, Thai","Breakfast, Lunch","Seating, Takeout, Reservations, Waitstaff",Child-friendly,,"No.890, St. 128, Sangkat tek la ork I | Kampuchea Krom Outlet, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",081 87 80 55
776,Steve's Steakhouse,/Restaurant_Review-g293940-d2652683-Reviews-Steve_s_Steakhouse-Phnom_Penh.html,,Steakhouse,"Lunch, Dinner","Seating, Serves Alcohol, Reservations, Waitstaff",Child-friendly,,"#8 Street 240 | Boengkengkang 1, Chamkarmorn, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523215415
777,Cafe Eden,/Restaurant_Review-g293940-d2185850-Reviews-Cafe_Eden-Phnom_Penh.html,,International,,,,,"14 Street 123, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",17776212
778,La Volpaia,/Restaurant_Review-g293940-d9454801-Reviews-La_Volpaia-Phnom_Penh.html,,,,,,,"20-22 Street 13 | Sangkat Wat Phnom, Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 992 739
779,Mad House Burgers,/Restaurant_Review-g293940-d3749692-Reviews-Mad_House_Burgers-Phnom_Penh.html,"US$3 -
US$10","American, Vegetarian Friendly",Breakfast,Delivery,,"Sunday
07:00 - 23:00


Monday
07:00 - 23:00


Tuesday
07:00 - 23:00


Wednesday
07:00 - 23:00


Thursday
07:00 - 23:00


Friday
07:00 - 23:00


Saturday
07:00 - 23:00","39c Street 454 Toul Tompoung | Russian Market, Phnom Penh 0000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 996592
780,"Bong B'own Restaurant, Phnom Penh",/Restaurant_Review-g293940-d6786773-Reviews-Bong_B_own_Restaurant_Phnom_Penh-Phnom_Penh.html,,,,,,,"No. 72, St 135, Toul Tom Pong 1, Chamkarmon, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12506789
781,The Terrace CAfe,/Restaurant_Review-g293940-d7646574-Reviews-The_Terrace_CAfe-Phnom_Penh.html,,,,,,,"289 No. 36Eo, Penn Nouth (St., Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 6508 431
782,S&P Thai Restaurant & Bakery,/Restaurant_Review-g293940-d8776301-Reviews-S_P_Thai_Restaurant_Bakery-Phnom_Penh.html,"US$4 -
US$13",,,,,,"# 132 Street | 2nd Floor, Aeon Mall, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",15852124
783,Doerm Russey Restaurant,/Restaurant_Review-g293940-d3588099-Reviews-Doerm_Russey_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",,,,,"#9AEo, Street 158, | Sangkat Boeung Rang Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
784,Corner 33 Cafe & Lounge,/Restaurant_Review-g293940-d1558162-Reviews-Corner_33_Cafe_Lounge-Phnom_Penh.html,,Asian,,,,,"#33 Level1 Sothearos Blvd, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",092 998850
785,Chatime Mao Tse Tung,/Restaurant_Review-g293940-d6361015-Reviews-Chatime_Mao_Tse_Tung-Phnom_Penh.html,,"Cafe, International, Asian, Taiwanese",,,,"Sunday
09:00 - 21:00


Monday
09:00 - 21:00


Tuesday
09:00 - 21:00


Wednesday
09:00 - 21:00


Thursday
09:00 - 21:00


Friday
09:00 - 21:00


Saturday
09:00 - 21:00","# 159A Mao Tse Tung Boulevard | Sangkat Boeung Keng Kong, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)17 667 159
786,Ichiriki Tei,/Restaurant_Review-g293940-d3609097-Reviews-Ichiriki_Tei-Phnom_Penh.html,,Japanese,,,,,"10 Kampuchea Krom Blvd | Sangkat Phsa Thmey 2, Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
787,Ko Dot 310,/Restaurant_Review-g293940-d9790956-Reviews-Ko_Dot_310-Phnom_Penh.html,,,,,,,"Street 310, Sangkat Boeung Keng Kong II, Khan Chamkamon | #445D, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",855 31 931 0310
788,2 Colours Bar,/Restaurant_Review-g293940-d9756745-Reviews-2_Colours_Bar-Phnom_Penh.html,,,,,,,"225 Street 13 | across from Aroma Restaurant, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",17374724
789,Kuay Chap,/Restaurant_Review-g293940-d9608993-Reviews-Kuay_Chap-Phnom_Penh.html,,,,,,,"_19E0, E1, St.360 Sangkat Boeung Keng Kang 3 Khan Charmkamon, Phnom Penh 855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",016 348 728
790,Korean BBQ at Sovanna,/Restaurant_Review-g293940-d7675398-Reviews-Korean_BBQ_at_Sovanna-Phnom_Penh.html,,Barbecue,,,,,"271 Yothapol Khemarak Phoumin (St. | 5th Floor, Soanna Shopping Center, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 97 880 8308
791,Tai Tai Restaurant,/Restaurant_Review-g293940-d8028430-Reviews-Tai_Tai_Restaurant-Phnom_Penh.html,,,,,,,"No.282E1 Preah Monivong Blvd, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",012 330 882
792,Yokozuna,/Restaurant_Review-g293940-d8641599-Reviews-Yokozuna-Phnom_Penh.html,"US$8 -
US$18",,,,,,"#111 Sothearos Blvd | Sangkat Tonle Bassac, Khan Chamkar Mon, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)023210604
793,Yi Xian Restaurant Snack World,/Restaurant_Review-g293940-d9720009-Reviews-Yi_Xian_Restaurant_Snack_World-Phnom_Penh.html,,,,,,,"No. 697A Preah Monivong Blvd, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 428 318
794,Green Seafood Restaurant,/Restaurant_Review-g293940-d3841186-Reviews-Green_Seafood_Restaurant-Phnom_Penh.html,,"Seafood, Asian",,,,"Sunday
11:00 - 15:0017:30 - 21:00


Monday
11:00 - 15:0017:30 - 21:00


Tuesday
11:00 - 15:0017:30 - 21:00


Wednesday
11:00 - 15:0017:30 - 21:00


Thursday
11:00 - 15:0017:30 - 21:00


Friday
11:00 - 15:0017:30 - 21:00


Saturday
11:00 - 15:0017:30 - 21:00","Villa No 17, St. 107 (Sok Hok) Corner 242 | Sangkat Boeung, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(855) 92 188 188
795,Japanese Food & Bar TEN,/Restaurant_Review-g293940-d7712814-Reviews-Japanese_Food_Bar_TEN-Phnom_Penh.html,,Japanese,,,,,"No.5, St.306 BKK 1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)87321010
796,Ifudodo,/Restaurant_Review-g293940-d7295298-Reviews-Ifudodo-Phnom_Penh.html,,"Japanese, Asian",,,,,"Island Diamond, La Siense, Koh Pich | No. A1, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 93 250 700
797,Ginga Japanese Restaurant,/Restaurant_Review-g293940-d2344483-Reviews-Ginga_Japanese_Restaurant-Phnom_Penh.html,,Japanese,,,,,"295-297 Monivong St, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
798,VIP Restaurant,/Restaurant_Review-g293940-d9799228-Reviews-VIP_Restaurant-Phnom_Penh.html,,,,,,,"Street 51 Sangkat Boeung Keng Kang I, Khan Chamkarmorn | .14 Eo, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 726 828
799,Chatime Sorya,/Restaurant_Review-g293940-d6363820-Reviews-Chatime_Sorya-Phnom_Penh.html,,"Cafe, International",,,,,"Sorya Shopping Center Ground Floor, Sangkat Phsar Tmei I | Khan Doun Penh, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)089 710 200
800,Dashi Restaurant,/Restaurant_Review-g293940-d10221943-Reviews-Dashi_Restaurant-Phnom_Penh.html,,Japanese,,,,,"No. 02, Street. 352 | Sangkat Boeung Keng Kong 1, Khan Chamkamon, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",236661602
801,Monsoon,/Restaurant_Review-g293940-d1220137-Reviews-Monsoon-Phnom_Penh.html,,,,,,,"17 Ph 104, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
802,Domino's Pizza BKK1,/Restaurant_Review-g293940-d10711779-Reviews-Domino_s_Pizza_BKK1-Phnom_Penh.html,"US$3 -
US$19","Pizza, Fast food",,,,,"| Corner of Street 5, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
803,Fatboy's The Burger Bar,/Restaurant_Review-g293940-d8765400-Reviews-Fatboy_s_The_Burger_Bar-Phnom_Penh.html,,,,,,,"57 No.16 Street | Sangkat Boeng Keng Kong 1, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
804,Garden Bar restaurant,/Restaurant_Review-g293940-d3707580-Reviews-Garden_Bar_restaurant-Phnom_Penh.html,,"Asian, Cambodian",,,,,"St 136, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
805,Le Lyon D'or,/Restaurant_Review-g293940-d3746798-Reviews-Le_Lyon_D_or-Phnom_Penh.html,,French,Dinner,,,,"110 St, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 217 710
806,Yisang Riverside,/Restaurant_Review-g293940-d3473028-Reviews-Yisang_Riverside-Phnom_Penh.html,US$30,"Chinese, Asian, Cambodian","Breakfast, Lunch, Dinner","Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol","Child-friendly, Groups","Sunday
06:00 - 22:30


Monday
06:00 - 22:30


Tuesday
06:00 - 22:30


Wednesday
06:00 - 22:30


Thursday
06:00 - 22:30


Friday
06:00 - 22:30


Saturday
06:00 - 22:30","Next to Tourist Information Center | Riverside Sisowath Quay, Next To Chaktomuk Theater, Phnom Penh 855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523212638
807,Puzzles Gastropub,/Restaurant_Review-g293940-d8474513-Reviews-Puzzles_Gastropub-Phnom_Penh.html,,,,,,,"Sangkat Tonle Bassak | Behind Russian Embassy, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+85517778829
808,Master Suki Soup & Munich Beer - Sothearos,/Restaurant_Review-g293940-d3747672-Reviews-Master_Suki_Soup_Munich_Beer_Sothearos-Phnom_Penh.html,"US$5 -
US$10","European, Asian, Soups, Cambodian","Lunch, Dinner, After-hours","Waitstaff, Serves Alcohol, Seating",,"Sunday
10:00 - 22:00


Monday
10:00 - 22:00


Tuesday
10:00 - 22:00


Wednesday
10:00 - 22:00


Thursday
10:00 - 22:00


Friday
10:00 - 22:00


Saturday
10:00 - 22:00","#78, St 3, Sothearos Boulevard, Phnom Penh, Cambodia (Formerly Master Suki Soup and Munich Beer)","Asia
  >  Cambodia
  >  Phnom Penh",+855 81 988 886
809,Japanese Noodle Bar Shangri-La,/Restaurant_Review-g293940-d5813574-Reviews-Japanese_Noodle_Bar_Shangri_La-Phnom_Penh.html,,"Chinese, Japanese, Asian",,,,"Sunday
11:00 - 15:00


Monday
11:00 - 15:00


Tuesday
11:00 - 15:00


Thursday
11:00 - 15:00


Friday
11:00 - 15:00


Saturday
11:00 - 15:00","# 477 Sisovath Street,Chaktomuk Commune, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 77 773 022
810,Dara Reang Sey Restaurant,/Restaurant_Review-g293940-d2221827-Reviews-Dara_Reang_Sey_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",,,,"Sunday
05:00 - 23:00


Monday
05:00 - 23:00


Tuesday
05:00 - 23:00


Wednesday
05:00 - 23:00


Thursday
05:00 - 23:00


Friday
05:00 - 23:00


Saturday
05:00 - 23:00","#45 Corner St 13 and St 118, | Phsar Chas,, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
811,INDOCHINE bistro & Restaurant,/Restaurant_Review-g293940-d7908683-Reviews-INDOCHINE_bistro_Restaurant-Phnom_Penh.html,,"Italian, American, Asian, Thai, Cambodian",,,,,"N. 169 Preah Sisowath Quay | One Street Before the Night Market, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)015 399090
812,Blue Note Pizza,/Restaurant_Review-g293940-d2540156-Reviews-Blue_Note_Pizza-Phnom_Penh.html,,American,,,,"Monday
09:00 - 23:00


Tuesday
09:00 - 23:00


Wednesday
09:00 - 23:00


Thursday
09:00 - 23:00


Friday
09:00 - 23:00","No. 82E, St. 205, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
813,Ly Ky Seafood Restaurant,/Restaurant_Review-g293940-d9458004-Reviews-Ly_Ky_Seafood_Restaurant-Phnom_Penh.html,,"Seafood, Asian, Cambodian",,,,,"No. 466 Preah Monivong Blvd | Khan Chamkar Mon, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(855)(0)16 581 338
814,Le Gourmet French Restaurant,/Restaurant_Review-g293940-d2720636-Reviews-Le_Gourmet_French_Restaurant-Phnom_Penh.html,,French,,,,,"NagaWorld Samdech Techo Hun Sen Park | inside Nagaworld, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
815,Royal Guesthouse & Cafe Bar,/Restaurant_Review-g293940-d9792796-Reviews-Royal_Guesthouse_Cafe_Bar-Phnom_Penh.html,,,,,,,"#Eo,Street154 | Phsar Kandal11,Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23218026
816,Wasabi Japanese Restaurant,/Restaurant_Review-g293940-d4022522-Reviews-Wasabi_Japanese_Restaurant-Phnom_Penh.html,,Japanese,,,,,"49-153E Street 169,, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
817,Takezono Restaurant,/Restaurant_Review-g293940-d8589817-Reviews-Takezono_Restaurant-Phnom_Penh.html,"US$30 -
US$200",Japanese,,,,"Sunday
18:00 - 22:00


Monday
18:00 - 22:00


Tuesday
18:00 - 22:00


Wednesday
18:00 - 22:00


Thursday
18:00 - 22:00


Friday
18:00 - 22:00


Saturday
18:00 - 22:00","Street Keo Chenda | Chroy Changvar, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)882636368
818,Yakinuku Garden Shiki,/Restaurant_Review-g293940-d2357709-Reviews-Yakinuku_Garden_Shiki-Phnom_Penh.html,,Japanese,,,,"Sunday
07:00 - 23:00


Monday
07:00 - 23:00


Tuesday
07:00 - 23:00


Wednesday
07:00 - 23:00


Thursday
07:00 - 23:00


Friday
07:00 - 23:00


Saturday
07:00 - 23:00","No. 24, Rue Oknha Chrun Youhak (St. 294), Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 223 018
819,Angkor Mithona Restaurant,/Restaurant_Review-g293940-d4011065-Reviews-Angkor_Mithona_Restaurant-Phnom_Penh.html,,"Asian, Cambodian","Breakfast, Lunch, Dinner","Seating, Waitstaff",,,"#19 Ly Yoak Lay, corner street 172-13 | Chey Chumneah, Daun Pen, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",012 760 673
820,Nom Cafe,/Restaurant_Review-g293940-d2528242-Reviews-Nom_Cafe-Phnom_Penh.html,US$5,Cafe,Breakfast,,,"Sunday
07:00 - 21:30


Monday
07:00 - 21:30


Tuesday
07:00 - 21:30


Wednesday
07:00 - 21:30


Thursday
07:00 - 21:30


Friday
07:00 - 21:30


Saturday
07:00 - 21:30","#17, St. 310, Boeung Keng Kang I | Khan Chamcarmon, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23211173
821,Porkee Seafood Restaurant,/Restaurant_Review-g293940-d7606780-Reviews-Porkee_Seafood_Restaurant-Phnom_Penh.html,,"Chinese, Seafood",,,,,"No. 344Eo, Monivong Blvd, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23223886
822,Comme A La Maison,/Restaurant_Review-g293940-d7372827-Reviews-Comme_A_La_Maison-Phnom_Penh.html,"US$10 -
US$20","French, European, Delicatessen, Pizza","Breakfast, Lunch, Dinner","Delivery, Seating, Waitstaff, Takeout, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Reservations",,"Sunday
09:00 - 22:00


Tuesday
09:00 - 22:00


Wednesday
09:00 - 22:00


Thursday
09:00 - 22:00


Friday
09:00 - 22:00


Saturday
09:00 - 22:00","73 Street Tonle Sap, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85512951869
823,Benim Kebab,/Restaurant_Review-g293940-d6657092-Reviews-Benim_Kebab-Phnom_Penh.html,,,,,,,"310 200a Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",855 77 911 916
824,The W Garden Cafe & Bar,/Restaurant_Review-g293940-d3722740-Reviews-The_W_Garden_Cafe_Bar-Phnom_Penh.html,,,,,,,"Street 21 | The Willow Boutique Hotel, Phnom Penh 855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 (0) 23996256
825,De Bao,/Restaurant_Review-g293940-d10164072-Reviews-De_Bao-Phnom_Penh.html,US$3,"American, Asian, Fusion, Taiwanese","Lunch, Dinner, Brunch","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi",,"Sunday
10:30 - 20:00


Monday
10:30 - 20:00


Tuesday
10:30 - 20:00


Wednesday
10:30 - 20:00


Thursday
10:30 - 20:00


Friday
10:30 - 20:00


Saturday
10:30 - 20:00","St 288 #49B | Beung Keng Kang 1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85578700816
826,Coca,/Restaurant_Review-g293940-d2720552-Reviews-Coca-Phnom_Penh.html,,Thai,Dinner,,,,"No. 9-14A, Mao Tse Toung (St. 245), 12306 | InterContinental Phnom Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
827,Teuchi Soba KADO,/Restaurant_Review-g293940-d8120249-Reviews-Teuchi_Soba_KADO-Phnom_Penh.html,"US$6 -
US$15","Japanese, Sushi",,"Delivery, Takeout, Reservations, Waitstaff, Serves Alcohol, Full Bar, Cash Only, Free Wifi",,"Sunday
11:00 - 03:00


Monday
11:00 - 03:00


Tuesday
11:00 - 03:00


Wednesday
11:00 - 03:00


Thursday
11:00 - 03:00


Friday
11:00 - 03:00


Saturday
11:00 - 03:00","St.51 Pasteur | Golden Sorya Mall, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85587454093
828,Park Cafe Calmette,/Restaurant_Review-g293940-d2045777-Reviews-Park_Cafe_Calmette-Phnom_Penh.html,"US$6 -
US$15","Chinese, International, Asian",,Buffet,,"Sunday
16:00 - 00:00


Monday
16:00 - 00:00


Tuesday
16:00 - 00:00


Wednesday
16:00 - 00:00


Thursday
16:00 - 00:00


Friday
16:00 - 00:00


Saturday
16:00 - 00:00","Monivong Blvd, Phnom Penh 12202, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",855 (0)12232823
829,Sinh Foo Guest Hosue and Restaurant,/Restaurant_Review-g293940-d3229745-Reviews-Sinh_Foo_Guest_Hosue_and_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",Lunch,,,,"#325Eo, Sisowath Quay, Chey Chumneas | Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
830,Leafage Restaurant,/Restaurant_Review-g293940-d2171929-Reviews-Leafage_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",,Waitstaff,,,"#161, Street 19 L 172 | Sangkat Chey Chum Neash, Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
831,Walkabout Hotel,/Restaurant_Review-g293940-d1220210-Reviews-Walkabout_Hotel-Phnom_Penh.html,,"International, Asian","Breakfast, Dinner, After-hours",Serves Alcohol,,,"#109 Street 51, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 211 715
832,The Original Steakhouse,/Restaurant_Review-g293940-d7254526-Reviews-The_Original_Steakhouse-Phnom_Penh.html,,"Steakhouse, European, French, American, Bar","Lunch, Dinner","Reservations, Waitstaff, Seating",Groups,"Sunday
11:00 - 00:00


Monday
11:00 - 00:00


Tuesday
11:00 - 00:00


Wednesday
11:00 - 00:00


Thursday
11:00 - 00:00


Friday
11:00 - 00:00


Saturday
11:00 - 00:00","Aeon Mall Ground Floor Terrace Avenue, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 17 848 988
833,Osaka Ya Guesthouse & Restaurant,/Restaurant_Review-g293940-d5849135-Reviews-Osaka_Ya_Guesthouse_Restaurant-Phnom_Penh.html,,,Dinner,,,,"71E0, Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",855 23 6509423
